customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1502-CHIB,Female,0,Yes,No,26,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),49.64,1174.63,No
9091-HDGJ,Male,1,No,No,6,Yes,DSL,No internet service,No internet service,Yes,One year,Yes,Mailed check,40.89,251.35,No
8677-JEBG,Female,1,Yes,Yes,43,Yes,Fiber optic,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),64.27,2816.5,No
7288-EEFH,Male,0,Yes,No,7,Yes,DSL,Yes,No,No internet service,One year,No,Electronic check,47.29,334.75,No
4577-IHJF,Female,0,No,No,34,Yes,Fiber optic,No,No internet service,No,One year,Yes,Credit card (automatic),68.74,2153.98,No
7703-CBJG,Female,0,Yes,No,64,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,18.0,1073.69,Yes
4043-IGCE,Male,1,No,Yes,13,Yes,DSL,No internet service,No,No internet service,One year,Yes,Mailed check,42.45,514.82,No
7860-JJGG,Female,0,No,No,14,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,50.11,703.38,Yes
4489-HFHJ,Male,0,Yes,No,69,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.88,4282.33,Yes
9795-GGEB,Male,0,No,No,22,Yes,DSL,Yes,No,Yes,One year,Yes,Bank transfer (automatic),78.05,1579.36,No
4300-FCCD,Male,0,Yes,No,27,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,40.88,1086.56,No
4167-JCHJ,Male,0,Yes,Yes,49,No,DSL,Yes,No,Yes,Two year,Yes,Electronic check,38.21,1785.27,No
7203-HFEI,Female,0,No,No,9,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card (automatic),73.65,644.35,Yes
4613-JHJE,Male,1,No,No,4,Yes,Fiber optic,No,Yes,No internet service,One year,No,Credit card (automatic),80.6,325.49,Yes
2641-DHBF,Male,0,No,No,61,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Electronic check,55.25,3150.41,No
9552-FHFD,Female,0,Yes,No,69,No,DSL,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),46.87,3350.33,No
9226-BFAA,Male,0,Yes,Yes,72,Yes,No,No,No internet service,Yes,One year,No,Mailed check,20.93,1518.69,No
3838-IFDG,Female,0,Yes,No,1,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,22.38,22.89,Yes
1475-EEHI,Male,1,No,Yes,38,Yes,DSL,No,No internet service,Yes,Two year,No,Electronic check,40.43,1477.88,No
8849-FDAD,Female,0,No,No,61,No,Fiber optic,No,No,No internet service,One year,Yes,Bank transfer (automatic),71.06,4282.47,Yes
9524-JICC,Female,0,No,No,61,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,Electronic check,53.1,3296.44,No
7509-HAJE,Female,0,No,Yes,26,Yes,DSL,No,No,No,One year,No,Credit card (automatic),76.59,1806.28,No
2707-EJFB,Male,0,Yes,No,35,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,43.86,1465.96,Yes
6714-CHEB,Male,0,No,No,10,Yes,DSL,No,No,No,Two year,Yes,Bank transfer (automatic),55.09,505.3,No
1117-EEBD,Female,0,Yes,No,10,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,71.36,727.98,Yes
1915-AEED,Male,0,Yes,Yes,27,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),70.17,1981.28,No
5702-BIDJ,Female,0,No,No,16,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,26.04,431.43,No
1759-JBBE,Male,0,No,No,71,Yes,No,No internet service,No,No internet service,Two year,No,Mailed check,32.23,2374.9,No
8743-HHBI,Female,0,Yes,No,5,Yes,Fiber optic,No,No,No internet service,Two year,No,Mailed check,70.01,334.74,Yes
6540-CHHF,Female,1,Yes,No,38,No,Fiber optic,Yes,Yes,No,Two year,No,Bank transfer (automatic),78.61,2921.72,No
7152-JFFI,Male,0,No,No,40,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24.63,944.23,No
7621-CGEH,Male,1,Yes,No,4,Yes,DSL,No,No,No internet service,One year,No,Electronic check,33.49,127.91,No
4602-HFDA,Female,0,No,Yes,32,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.33,1424.18,Yes
3510-EBAI,Male,0,No,Yes,68,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,66.38,4462.42,Yes
1930-CHED,Female,0,Yes,No,7,Yes,Fiber optic,No,Yes,No internet service,One year,Yes,Electronic check,76.4,546.55,No
3053-BGHF,Male,0,Yes,No,10,Yes,No,No,No,No,One year,Yes,Electronic check,27.45,263.41,Yes
2495-JDHH,Female,0,Yes,No,12,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Electronic check,70.56,870.09,Yes
7472-JGHJ,Female,0,No,Yes,3,No,Fiber optic,No,No,No,One year,No,Mailed check,73.77,214.0,Yes
7187-ACHG,Male,0,Yes,Yes,64,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No,Electronic check,71.04,4528.0,No
3607-JBAI,Female,0,No,No,3,Yes,Fiber optic,No,No,Yes,One year,Yes,Mailed check,62.31,168.57,No
4200-ECEB,Male,0,Yes,Yes,20,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.12,677.69,No
7480-DFFC,Female,1,No,No,60,Yes,Fiber optic,No,No,No,Two year,No,Bank transfer (automatic),76.36,4325.58,Yes
4321-CGHG,Male,1,Yes,No,72,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,42.27,3105.05,No
3040-BBBA,Male,0,Yes,Yes,11,Yes,DSL,No internet service,No,No,Month-to-month,Yes,Electronic check,47.2,467.39,Yes
2459-EFDJ,Male,0,No,No,26,Yes,No,No internet service,No,No internet service,One year,No,Mailed check,18.0,428.88,No
8729-FEHB,Male,0,No,No,13,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,18.0,239.3,Yes
5744-IEFI,Male,0,Yes,No,14,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,47.24,639.48,Yes
9928-CEBF,Female,0,Yes,Yes,68,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),25.93,1657.84,Yes
1952-BGCC,Male,0,No,No,24,Yes,Fiber optic,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),79.08,1713.54,No
9059-AFJC,Female,0,Yes,No,44,Yes,Fiber optic,No,No,No internet service,One year,No,Credit card (automatic),90.25,3787.77,Yes
1062-FGJH,Male,1,Yes,No,11,Yes,DSL,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.5,577.34,No
3219-FHJG,Male,0,Yes,Yes,20,Yes,DSL,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,41.29,808.85,Yes
8914-AIFI,Female,0,Yes,Yes,26,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,30.67,731.75,No
8214-GJBA,Female,1,No,No,42,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,67.07,2692.62,Yes
3609-IIBF,Male,0,No,No,65,No,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,47.99,2968.88,Yes
4881-CBIC,Male,0,No,No,17,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),88.02,1370.43,Yes
6735-IBBH,Female,1,No,No,47,No,Fiber optic,No internet service,No,No internet service,Month-to-month,No,Mailed check,56.66,2544.01,No
9184-BFDC,Female,1,Yes,No,36,No,Fiber optic,Yes,No,No internet service,Two year,Yes,Credit card (automatic),60.95,2020.37,No
5765-JEIJ,Female,0,No,No,58,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),29.17,1703.35,No
8271-BDFF,Male,0,Yes,Yes,24,No,DSL,No,No internet service,Yes,Two year,No,Bank transfer (automatic),25.67,575.41,No
3148-ICCI,Male,0,Yes,Yes,30,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.92,2006.87,No
3745-FCDE,Female,0,No,Yes,45,Yes,DSL,Yes,No,Yes,One year,No,Electronic check,52.82,2193.23,No
7726-IIJG,Female,0,Yes,No,32,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),32.62,1063.9,Yes
7412-ACEC,Male,0,Yes,Yes,55,Yes,Fiber optic,Yes,No,No,Two year,Yes,Bank transfer (automatic),77.04,4404.3,No
7118-AHGJ,Male,0,Yes,No,1,Yes,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),28.51,26.48,No
4350-ACHA,Male,0,No,No,25,Yes,DSL,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),60.57,1482.61,Yes
6155-EAEB,Female,0,Yes,No,12,Yes,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),37.39,465.06,No
5620-HFAD,Male,0,No,No,10,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.26,460.96,Yes
6768-JDJJ,Male,0,No,Yes,3,Yes,DSL,No,No,No internet service,Month-to-month,No,Electronic check,37.85,104.55,Yes
7877-FEIF,Male,0,No,No,25,Yes,DSL,No,No,Yes,One year,Yes,Electronic check,38.48,952.27,No
3613-ABAH,Female,0,Yes,No,15,Yes,Fiber optic,No internet service,No,Yes,One year,Yes,Electronic check,77.27,1130.94,Yes
3573-JGDF,Male,0,No,No,55,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,951.75,No
8378-GAAD,Male,0,Yes,No,36,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,62.54,2301.46,No
3687-AJBJ,Male,0,No,No,57,No,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.65,3227.79,No
6958-JFIJ,Male,0,No,No,64,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.64,5033.84,No
9043-EHGG,Female,0,Yes,Yes,57,Yes,DSL,No,No,No,Month-to-month,No,Credit card (automatic),68.64,3659.06,Yes
8824-GCII,Male,0,No,No,30,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),53.1,1468.1,Yes
9088-GCID,Male,0,No,No,71,Yes,Fiber optic,Yes,Yes,No internet service,Two year,Yes,Mailed check,76.41,5395.65,No
8426-AGFI,Female,0,Yes,Yes,28,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,44.97,1311.06,No
7791-EJCJ,Male,1,Yes,Yes,60,Yes,Fiber optic,Yes,No,No internet service,Two year,No,Credit card (automatic),44.42,2605.98,No
2809-AEEE,Female,0,No,No,12,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,63.42,794.96,Yes
5712-IHID,Female,0,No,No,70,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,41.05,2850.81,Yes
5241-JAIF,Male,0,No,Yes,22,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),33.66,732.68,Yes
8543-GFGJ,Female,0,Yes,No,45,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.98,2170.43,No
3651-IFJJ,Male,0,No,No,25,Yes,Fiber optic,No,No internet service,No,One year,Yes,Credit card (automatic),80.94,1866.17,No
2521-FBGI,Female,0,No,No,16,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Mailed check,64.32,1023.48,Yes
1682-BEFF,Male,0,No,No,24,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.64,537.75,No
5881-BHJC,Female,0,No,No,44,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card (automatic),43.04,1980.9,No
2657-AHEG,Female,0,Yes,Yes,8,Yes,DSL,Yes,No,No internet service,Two year,No,Bank transfer (automatic),48.09,362.3,No
6828-GHBI,Female,0,No,No,14,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.72,851.3,Yes
5870-JGJJ,Male,1,Yes,Yes,67,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),23.56,1463.82,No
1146-GCCH,Male,0,Yes,No,6,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,No,Electronic check,76.96,446.77,No
8957-FGBJ,Male,0,No,No,52,Yes,No,No,Yes,Yes,One year,No,Electronic check,40.52,1969.38,No
6555-GGJG,Male,0,Yes,No,21,Yes,DSL,No,No,Yes,Two year,Yes,Bank transfer (automatic),43.1,928.41,No
3815-JFED,Female,0,Yes,No,23,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.41,1410.12,No
2499-BDIF,Male,0,Yes,No,26,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.5,2089.42,Yes
8998-BACH,Female,0,No,No,27,Yes,DSL,Yes,No,No internet service,Month-to-month,No,Electronic check,45.9,1258.05,Yes
8114-FDCC,Female,0,No,Yes,51,Yes,DSL,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),56.02,2950.31,No
7507-GFIA,Male,0,Yes,No,58,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),63.94,3875.83,No
8198-EBEC,Male,1,Yes,No,26,Yes,DSL,Yes,Yes,Yes,Two year,No,Mailed check,54.72,1292.69,No
7416-ACJH,Female,0,No,No,12,Yes,DSL,No internet service,No,No,One year,No,Bank transfer (automatic),57.16,630.85,No
6706-BHJG,Male,0,Yes,No,0,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.64,40.13,Yes
2832-AHIE,Male,0,No,No,52,Yes,DSL,No,No,No,Two year,No,Mailed check,40.83,2215.04,Yes
1431-EJJB,Female,0,No,No,66,Yes,Fiber optic,Yes,No,No,One year,Yes,Electronic check,75.86,5233.57,No
6099-DHBH,Female,0,Yes,No,2,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Mailed check,68.29,134.71,Yes
2697-HHAI,Male,0,No,Yes,43,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,30.31,1316.43,No
5894-CIGG,Male,0,Yes,No,15,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),62.5,909.71,Yes
6384-CIEH,Male,0,No,No,15,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,Credit card (automatic),61.02,947.92,Yes
3735-IDHE,Female,0,Yes,No,60,Yes,DSL,No,Yes,Yes,One year,No,Bank transfer (automatic),55.14,3031.73,Yes
7789-CHGC,Female,0,No,No,18,Yes,Fiber optic,No internet service,No internet service,No,One year,Yes,Credit card (automatic),59.49,1092.63,No
4161-FAAB,Female,0,No,No,22,No,DSL,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),51.09,1092.12,No
6733-JIIC,Female,0,No,No,9,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,50.15,437.01,Yes
5425-AIDD,Female,0,No,No,65,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Mailed check,77.78,4981.27,No
2324-DJFC,Male,0,Yes,No,66,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,64.27,4119.74,Yes
2930-EIGE,Male,0,No,No,66,Yes,Fiber optic,Yes,No internet service,No internet service,Two year,No,Mailed check,52.24,3544.57,No
8254-AICB,Female,1,No,No,16,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Electronic check,81.12,1214.92,Yes
6101-CGIH,Female,0,Yes,No,13,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),63.26,755.76,Yes
8162-ECGC,Female,0,Yes,Yes,68,Yes,Fiber optic,No,No,Yes,One year,No,Electronic check,83.19,5634.33,No
3055-CGHD,Male,0,Yes,No,44,Yes,No,No,Yes,No,Two year,No,Electronic check,19.77,880.91,No
7072-HGIF,Male,0,Yes,Yes,19,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,50.83,940.94,No
7671-DGAB,Male,0,No,No,3,No,Fiber optic,Yes,No internet service,No internet service,One year,No,Credit card (automatic),77.3,231.36,No
9813-GJFE,Male,0,Yes,Yes,58,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,Electronic check,57.73,3255.19,No
1262-BBAD,Female,0,No,No,58,Yes,DSL,Yes,Yes,No,One year,No,Credit card (automatic),49.09,2918.09,No
3186-EJJE,Female,0,No,No,0,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,18.0,9.06,Yes
2768-DAIH,Male,0,Yes,No,34,Yes,Fiber optic,No,No internet service,Yes,One year,No,Electronic check,69.46,2465.6,No
2329-HHHH,Male,0,No,No,35,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No,Electronic check,28.34,982.81,Yes
7903-IGJF,Female,0,Yes,Yes,33,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,81.78,2702.04,No
4021-BDIH,Male,0,Yes,Yes,26,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Mailed check,59.69,1520.52,No
7591-FIEJ,Female,0,Yes,Yes,23,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,18.0,406.39,Yes
7009-JDCB,Female,0,Yes,No,24,Yes,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),18.0,393.87,No
8699-IHJI,Male,0,Yes,No,67,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,54.49,3530.0,No
4713-JGDJ,Male,0,Yes,No,72,Yes,No,No,No,No,One year,Yes,Electronic check,18.43,1241.4,No
5322-CBDA,Female,0,Yes,No,8,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,No,Electronic check,77.99,652.11,No
2644-IEID,Female,0,Yes,Yes,52,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),76.19,4098.93,No
2124-BBIB,Male,0,No,No,41,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Mailed check,40.21,1585.03,No
4396-DHJC,Female,1,Yes,No,18,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),18.0,296.87,No
4865-GGHC,Female,0,No,No,13,Yes,Fiber optic,No,No,Yes,One year,Yes,Bank transfer (automatic),66.75,831.06,No
8189-ADEH,Female,0,No,Yes,54,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,28.59,1619.62,No
5149-CEAC,Male,0,No,No,26,Yes,No,No internet service,No,No,Two year,Yes,Electronic check,26.43,625.49,No
5560-DEAG,Female,0,No,No,9,Yes,Fiber optic,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),77.61,723.06,No
8332-GFBI,Female,0,No,Yes,70,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),18.0,1154.08,No
3857-IBGI,Male,0,No,No,67,Yes,DSL,No,No,No,Two year,Yes,Credit card (automatic),62.04,4088.4,No
4836-JBBE,Male,0,No,No,30,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,24.17,747.02,No
7067-FHEJ,Female,0,No,No,31,Yes,DSL,No,No internet service,No,Month-to-month,Yes,Electronic check,42.91,1320.55,No
7953-EIBI,Male,0,Yes,No,30,Yes,DSL,Yes,No internet service,No,Month-to-month,No,Mailed check,46.84,1301.39,No
8068-EGIC,Male,1,No,No,13,No,No,No,No,Yes,Month-to-month,No,Electronic check,29.75,405.83,No
5369-HDHI,Male,0,No,No,7,Yes,DSL,Yes,No,No internet service,Two year,No,Credit card (automatic),68.04,490.17,No
3274-GEEA,Female,0,Yes,No,19,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,18.0,315.55,No
3865-GBAC,Female,1,No,No,28,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,53.19,1455.98,Yes
9808-AHDD,Male,0,No,No,11,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,50.74,556.68,Yes
4362-EEEG,Female,0,No,No,2,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Credit card (automatic),61.01,120.62,Yes
7992-GEEC,Male,0,Yes,No,67,Yes,DSL,No internet service,No internet service,No,Two year,Yes,Mailed check,55.62,3551.77,No
8360-GCFA,Female,1,Yes,No,64,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,21.39,1399.97,No
3537-CEAG,Female,0,Yes,No,22,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,40.25,834.0,Yes
7573-FEAE,Female,0,No,Yes,44,Yes,No,No,No,No,One year,Yes,Electronic check,18.0,748.86,No
8313-ABCG,Male,1,No,No,10,No,No,No,No,Yes,Two year,Yes,Electronic check,31.16,306.01,Yes
3558-IFDE,Female,0,No,No,67,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),70.95,4323.43,No
4488-ECCD,Male,1,Yes,Yes,59,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.98,1074.74,No
3987-JDGE,Female,1,Yes,No,12,Yes,Fiber optic,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),82.23,1031.15,No
6237-IEIE,Male,1,No,No,15,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,29.32,424.44,Yes
9744-DIJF,Male,0,No,No,24,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,18.0,425.34,No
3873-EGCE,Male,0,No,No,6,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),77.35,486.64,Yes
7564-GGAE,Female,0,Yes,No,25,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,18.0,470.84,No
5819-JAAJ,Male,0,Yes,No,48,Yes,Fiber optic,Yes,No,Yes,Two year,No,Bank transfer (automatic),71.15,3468.7,No
7041-DCGI,Female,0,No,Yes,53,Yes,Fiber optic,Yes,No,No internet service,Two year,Yes,Mailed check,49.39,2585.93,No
6117-GCHC,Male,1,No,No,0,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,18.0,8.44,Yes
3348-GFJG,Male,0,Yes,No,25,Yes,Fiber optic,No,No,No,One year,No,Electronic check,71.86,1665.86,Yes
5632-HJGI,Female,0,No,No,60,Yes,DSL,No,Yes,Yes,Two year,No,Credit card (automatic),36.54,2012.4,No
3341-DGAI,Male,0,No,No,63,Yes,DSL,No,No,No,One year,No,Credit card (automatic),46.05,2773.8,No
3974-JCDC,Female,0,No,No,41,Yes,Fiber optic,Yes,No internet service,No,One year,Yes,Electronic check,50.69,1952.81,No
4684-DDAH,Female,0,Yes,No,53,Yes,DSL,Yes,Yes,No,Two year,Yes,Electronic check,58.43,3179.32,No
4909-EEAJ,Male,0,Yes,Yes,18,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.72,1620.21,Yes
7647-IIDG,Male,0,No,Yes,63,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.91,2366.22,No
4820-AJBF,Male,0,No,No,34,Yes,DSL,No,No,Yes,One year,Yes,Mailed check,31.02,1052.45,No
3316-IEDI,Female,0,No,No,50,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),26.49,1298.36,No
1493-HHEE,Female,0,No,Yes,19,Yes,DSL,No,Yes,Yes,Month-to-month,No,Credit card (automatic),52.96,922.33,No
6547-GIEH,Male,0,Yes,Yes,12,Yes,No,No,No,No,Month-to-month,No,Electronic check,25.37,313.14,Yes
3652-HJAF,Male,0,Yes,No,38,Yes,Fiber optic,Yes,Yes,No internet service,One year,No,Electronic check,78.41,2698.99,No
7660-AIBA,Male,1,Yes,Yes,38,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,21.66,824.1,No
2012-CBJB,Male,0,No,Yes,41,Yes,Fiber optic,Yes,No internet service,No,Two year,Yes,Credit card (automatic),86.39,3276.31,No
4454-ADCF,Female,0,Yes,Yes,58,Yes,Fiber optic,Yes,Yes,No,Two year,No,Mailed check,87.75,5176.09,No
7031-FBIG,Female,0,No,No,56,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.96,4076.2,No
1254-JGHE,Male,0,No,No,22,Yes,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),44.74,922.22,No
9706-EFED,Female,1,No,No,34,Yes,Fiber optic,No internet service,No,No,One year,No,Bank transfer (automatic),61.42,2122.97,Yes
8202-FFIC,Male,0,No,No,6,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,62.84,383.68,Yes
4335-DFIB,Male,0,No,Yes,57,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,22.28,1238.11,Yes
4561-IHJG,Female,0,No,No,9,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),47.08,416.26,Yes
5311-CJBH,Female,0,No,No,5,Yes,DSL,No,No,No,Two year,No,Mailed check,56.22,257.47,No
7199-CFDH,Female,0,Yes,No,37,Yes,DSL,No,Yes,No internet service,Two year,Yes,Credit card (automatic),41.42,1477.42,No
1654-HBDI,Male,0,Yes,No,67,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,19.99,1338.0,Yes
9977-CJIE,Male,0,No,No,27,Yes,Fiber optic,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),56.31,1384.04,No
3354-DCEJ,Male,0,No,No,13,Yes,No,No,No,No internet service,One year,No,Bank transfer (automatic),35.66,442.2,No
2254-IFGJ,Male,1,No,No,13,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,59.25,745.29,No
5463-BEHE,Female,0,Yes,Yes,61,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,41.15,2526.85,No
6454-IBGF,Female,1,No,Yes,48,Yes,DSL,Yes,No,Yes,Two year,No,Credit card (automatic),63.68,2920.36,No
